"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование создания дома с парковками","2542","API-T-004","","Wed Jul 30 12:07:50 GMT 2025","passed","Wed Jul 30 12:07:52 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createHouseTest"
"Тестирование покупки автомобиля","13770","API-T-001","","Wed Jul 30 12:07:37 GMT 2025","passed","Wed Jul 30 12:07:51 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","buyCarTest"
"Тестирование авторизации в личный кабинет клиента","7868","T-001","","Wed Jul 30 12:07:17 GMT 2025","passed","Wed Jul 30 12:07:24 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование добавления клиента в личном кабинете менеджера","10270","T-007","","Wed Jul 30 12:07:17 GMT 2025","passed","Wed Jul 30 12:07:27 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование снятия депозита (Негативный кейс)","3182","T-009 Попытка снятие невалидной суммы: ""#$%""","","Wed Jul 30 12:07:31 GMT 2025","passed","Wed Jul 30 12:07:34 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5715","T-008 Попытка внести невалидную сумму: "" ""","","Wed Jul 30 12:07:24 GMT 2025","passed","Wed Jul 30 12:07:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование выбора аккаунта(счета) клиента","9961","T-010","","Wed Jul 30 12:07:15 GMT 2025","passed","Wed Jul 30 12:07:25 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование снятия депозита (Негативный кейс)","5423","T-009 Попытка снятие невалидной суммы: "" ""","","Wed Jul 30 12:07:25 GMT 2025","passed","Wed Jul 30 12:07:31 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","8959","T-009 Попытка снятие невалидной суммы: ""-100""","","Wed Jul 30 12:07:16 GMT 2025","passed","Wed Jul 30 12:07:25 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование заселения пользователя в дом","11968","API-T-002","","Wed Jul 30 12:07:38 GMT 2025","passed","Wed Jul 30 12:07:50 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","settleHouse"
"Тестирование внесения депозита (Негативный кейс)","3270","T-008 Попытка внести невалидную сумму: ""#$%""","","Wed Jul 30 12:07:30 GMT 2025","passed","Wed Jul 30 12:07:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5863","T-008 Попытка внести невалидную сумму: ""100,50""","","Wed Jul 30 12:07:24 GMT 2025","failed","Wed Jul 30 12:07:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование создания автомобиля","1420","API-T-005","","Wed Jul 30 12:07:50 GMT 2025","passed","Wed Jul 30 12:07:51 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createCarTest"
"Тестирование снятия депозита (Негативный кейс)","5433","T-009 Попытка снятие невалидной суммы: """"","","Wed Jul 30 12:07:25 GMT 2025","passed","Wed Jul 30 12:07:31 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5881","T-008 Попытка внести невалидную сумму: """"","","Wed Jul 30 12:07:24 GMT 2025","passed","Wed Jul 30 12:07:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
