"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование авторизации в личный кабинет менеджера","36738","T-006","","Mon Jul 14 15:16:16 GMT 2025","passed","Mon Jul 14 15:16:53 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование снятия депозита (Негативный кейс)","5241","T-009 Попытка снятие невалидной суммы: "" ""","","Mon Jul 14 15:17:08 GMT 2025","passed","Mon Jul 14 15:17:13 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5485","T-008 Попытка внести невалидную сумму: "" ""","","Mon Jul 14 15:16:55 GMT 2025","passed","Mon Jul 14 15:17:00 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности открытия модального окна внесения депозита","38433","T-002","","Mon Jul 14 15:16:16 GMT 2025","passed","Mon Jul 14 15:16:54 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование снятия и внесения депозита","22333","T-004","","Mon Jul 14 15:16:53 GMT 2025","broken","Mon Jul 14 15:17:15 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование внесения депозита (Негативный кейс)","6270","T-008 Попытка внести невалидную сумму: """"","","Mon Jul 14 15:17:03 GMT 2025","passed","Mon Jul 14 15:17:10 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5082","T-009 Попытка снятие невалидной суммы: ""-100""","","Mon Jul 14 15:17:03 GMT 2025","passed","Mon Jul 14 15:17:08 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование выбора аккаунта(счета) клиента","24210","T-010","","Mon Jul 14 15:16:31 GMT 2025","passed","Mon Jul 14 15:16:55 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тест работоспособности открытия модального окна снятия депозита","6475","T-003","","Mon Jul 14 15:16:56 GMT 2025","passed","Mon Jul 14 15:17:03 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование снятия депозита (Негативный кейс)","5963","T-009 Попытка снятие невалидной суммы: ""abc""","","Mon Jul 14 15:17:04 GMT 2025","passed","Mon Jul 14 15:17:10 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","6179","T-008 Попытка внести невалидную сумму: ""#$%""","","Mon Jul 14 15:17:00 GMT 2025","passed","Mon Jul 14 15:17:06 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","26980","T-008 Попытка внести невалидную сумму: ""-100""","","Mon Jul 14 15:16:31 GMT 2025","passed","Mon Jul 14 15:16:58 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет клиента","4984","T-001","","Mon Jul 14 15:16:59 GMT 2025","passed","Mon Jul 14 15:17:04 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование снятия депозита (Негативный кейс)","6518","T-009 Попытка снятие невалидной суммы: ""0""","","Mon Jul 14 15:16:55 GMT 2025","passed","Mon Jul 14 15:17:02 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
