"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование внесения депозита (Негативный кейс)","5608","T-008 Попытка внести невалидную сумму: "" ""","","Mon Jul 14 15:20:34 GMT 2025","passed","Mon Jul 14 15:20:40 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5228","T-009 Попытка снятие невалидной суммы: "" ""","","Mon Jul 14 15:20:47 GMT 2025","passed","Mon Jul 14 15:20:53 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","6846","T-009 Попытка снятие невалидной суммы: ""0""","","Mon Jul 14 15:20:34 GMT 2025","passed","Mon Jul 14 15:20:41 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","16543","T-008 Попытка внести невалидную сумму: ""0""","","Mon Jul 14 15:20:18 GMT 2025","passed","Mon Jul 14 15:20:34 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","6115","T-008 Попытка внести невалидную сумму: ""#$%""","","Mon Jul 14 15:20:40 GMT 2025","passed","Mon Jul 14 15:20:46 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности открытия модального окна внесения депозита","20508","T-002","","Mon Jul 14 15:20:13 GMT 2025","passed","Mon Jul 14 15:20:34 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование внесения депозита (Негативный кейс)","6208","T-008 Попытка внести невалидную сумму: """"","","Mon Jul 14 15:20:43 GMT 2025","passed","Mon Jul 14 15:20:49 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование добавления клиента в личном кабинете менеджера","5375","T-007","","Mon Jul 14 15:20:34 GMT 2025","passed","Mon Jul 14 15:20:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тест работоспособности открытия модального окна снятия депозита","6276","T-003","","Mon Jul 14 15:20:36 GMT 2025","passed","Mon Jul 14 15:20:42 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование внесения депозита (Негативный кейс)","4822","T-008 Попытка внести невалидную сумму: ""100,50""","","Mon Jul 14 15:20:49 GMT 2025","failed","Mon Jul 14 15:20:54 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"","0","BuySellTests","","Mon Jul 14 15:21:00 GMT 2025","broken","Mon Jul 14 15:21:00 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests",""
"Тестирование снятия и внесения депозита","21693","T-004","","Mon Jul 14 15:20:33 GMT 2025","broken","Mon Jul 14 15:20:54 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тест работоспособности перехода на страницу транзакции.","18403","T-005","","Mon Jul 14 15:20:18 GMT 2025","passed","Mon Jul 14 15:20:36 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование внесения депозита (Негативный кейс)","19995","T-008 Попытка внести невалидную сумму: ""-100""","","Mon Jul 14 15:20:18 GMT 2025","passed","Mon Jul 14 15:20:38 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
