"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование внесения депозита (Негативный кейс)","5513","T-008 Попытка внести невалидную сумму: ""100,50""","","Wed Jul 30 11:22:24 GMT 2025","failed","Wed Jul 30 11:22:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","12981","T-005","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:24 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование снятия депозита (Негативный кейс)","13373","T-009 Попытка снятие невалидной суммы: ""-100""","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:24 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование создания пользователя","9711","API-T-003","","Wed Jul 30 11:22:37 GMT 2025","passed","Wed Jul 30 11:22:47 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createUserTest"
"Тестирование внесения депозита (Негативный кейс)","5747","T-008 Попытка внести невалидную сумму: """"","","Wed Jul 30 11:22:24 GMT 2025","passed","Wed Jul 30 11:22:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия и внесения депозита","16846","T-004","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:27 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование внесения депозита (Негативный кейс)","13470","T-008 Попытка внести невалидную сумму: ""0""","","Wed Jul 30 11:22:10 GMT 2025","passed","Wed Jul 30 11:22:24 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование добавления клиента в личном кабинете менеджера","13202","T-007","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:24 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тест работоспособности открытия модального окна снятия депозита","12499","T-003","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:23 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование создания автомобиля","1025","API-T-005","","Wed Jul 30 11:22:47 GMT 2025","passed","Wed Jul 30 11:22:48 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createCarTest"
"Тестирование внесения депозита (Негативный кейс)","12386","T-008 Попытка внести невалидную сумму: ""abc""","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:23 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование покупки автомобиля","9711","API-T-001","","Wed Jul 30 11:22:37 GMT 2025","passed","Wed Jul 30 11:22:47 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","buyCarTest"
"Тестирование снятия депозита (Негативный кейс)","5512","T-009 Попытка снятие невалидной суммы: ""100,50""","","Wed Jul 30 11:22:24 GMT 2025","passed","Wed Jul 30 11:22:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","12927","T-009 Попытка снятие невалидной суммы: ""0""","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:24 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5734","T-009 Попытка снятие невалидной суммы: """"","","Wed Jul 30 11:22:24 GMT 2025","passed","Wed Jul 30 11:22:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5836","T-008 Попытка внести невалидную сумму: ""#$%""","","Wed Jul 30 11:22:24 GMT 2025","passed","Wed Jul 30 11:22:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","12553","T-008 Попытка внести невалидную сумму: ""-100""","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:23 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
