"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование внесения депозита (Негативный кейс)","5669","T-008 Попытка внести невалидную сумму: ""abc""","","Mon Jul 14 14:46:41 GMT 2025","passed","Mon Jul 14 14:46:46 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности открытия модального окна снятия депозита","5123","T-003","","Mon Jul 14 14:46:40 GMT 2025","passed","Mon Jul 14 14:46:45 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование внесения депозита (Негативный кейс)","5777","T-008 Попытка внести невалидную сумму: """"","","Mon Jul 14 14:46:46 GMT 2025","passed","Mon Jul 14 14:46:52 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","14806","T-008 Попытка внести невалидную сумму: ""-100""","","Mon Jul 14 14:46:26 GMT 2025","passed","Mon Jul 14 14:46:41 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4893","T-009 Попытка снятие невалидной суммы: ""100,50""","","Mon Jul 14 14:46:51 GMT 2025","passed","Mon Jul 14 14:46:56 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности открытия модального окна внесения депозита","14504","T-002","","Mon Jul 14 14:46:22 GMT 2025","passed","Mon Jul 14 14:46:36 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование добавления клиента в личном кабинете менеджера","5245","T-007","","Mon Jul 14 14:46:36 GMT 2025","passed","Mon Jul 14 14:46:42 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование внесения депозита (Негативный кейс)","10907","T-008 Попытка внести невалидную сумму: ""0""","","Mon Jul 14 14:46:26 GMT 2025","passed","Mon Jul 14 14:46:37 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет клиента","6015","T-001","","Mon Jul 14 14:46:42 GMT 2025","passed","Mon Jul 14 14:46:48 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование выбора аккаунта(счета) клиента","11615","T-010","","Mon Jul 14 14:46:26 GMT 2025","passed","Mon Jul 14 14:46:37 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование снятия и внесения депозита","6848","T-004","","Mon Jul 14 14:46:36 GMT 2025","passed","Mon Jul 14 14:46:42 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование снятия депозита (Негативный кейс)","7176","T-009 Попытка снятие невалидной суммы: ""0""","","Mon Jul 14 14:46:37 GMT 2025","passed","Mon Jul 14 14:46:45 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
