"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование внесения депозита (Негативный кейс)","6772","T-008 Попытка внести невалидную сумму: ""#$%""","","Thu Jul 17 09:44:15 GMT 2025","passed","Thu Jul 17 09:44:21 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4972","T-009 Попытка снятие невалидной суммы: ""-100""","","Thu Jul 17 09:44:18 GMT 2025","passed","Thu Jul 17 09:44:23 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","6672","T-008 Попытка внести невалидную сумму: """"","","Thu Jul 17 09:44:18 GMT 2025","passed","Thu Jul 17 09:44:25 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5627","T-009 Попытка снятие невалидной суммы: ""abc""","","Thu Jul 17 09:44:19 GMT 2025","passed","Thu Jul 17 09:44:25 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4527","T-009 Попытка снятие невалидной суммы: ""#$%""","","Thu Jul 17 09:44:22 GMT 2025","passed","Thu Jul 17 09:44:26 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4617","T-009 Попытка снятие невалидной суммы: ""100,50""","","Thu Jul 17 09:44:25 GMT 2025","passed","Thu Jul 17 09:44:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование создания дома с парковками","620","API-T-004","","Thu Jul 17 09:44:46 GMT 2025","passed","Thu Jul 17 09:44:47 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createHouseTest"
"Тестирование внесения депозита (Негативный кейс)","10367","T-008 Попытка внести невалидную сумму: ""0""","","Thu Jul 17 09:43:58 GMT 2025","passed","Thu Jul 17 09:44:09 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование создания пользователя","9139","API-T-003","","Thu Jul 17 09:44:37 GMT 2025","passed","Thu Jul 17 09:44:46 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createUserTest"
"Тестирование авторизации в личный кабинет менеджера","10597","T-006","","Thu Jul 17 09:43:56 GMT 2025","passed","Thu Jul 17 09:44:07 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование снятия депозита (Негативный кейс)","4904","T-009 Попытка снятие невалидной суммы: """"","","Thu Jul 17 09:44:17 GMT 2025","passed","Thu Jul 17 09:44:22 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","14471","T-008 Попытка внести невалидную сумму: ""-100""","","Thu Jul 17 09:43:58 GMT 2025","passed","Thu Jul 17 09:44:13 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
