"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование снятия депозита (Негативный кейс)","7848","T-009 Попытка снятие невалидной суммы: ""-100""","","Tue Jun 10 18:13:25 GMT 2025","passed","Tue Jun 10 18:13:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование выбора аккаунта(счета) клиента","37191","T-010","","Tue Jun 10 18:12:46 GMT 2025","passed","Tue Jun 10 18:13:23 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тест работоспособности открытия модального окна внесения депозита","36350","T-002","","Tue Jun 10 18:12:46 GMT 2025","passed","Tue Jun 10 18:13:22 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тест работоспособности открытия модального окна снятия депозита","7775","T-003","","Tue Jun 10 18:13:21 GMT 2025","passed","Tue Jun 10 18:13:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование внесения депозита (Негативный кейс)","36740","T-008 Попытка внести невалидную сумму: "" ""","","Tue Jun 10 18:12:46 GMT 2025","passed","Tue Jun 10 18:13:22 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","23479","T-005","","Tue Jun 10 18:13:02 GMT 2025","passed","Tue Jun 10 18:13:25 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование снятия депозита (Негативный кейс)","6567","T-009 Попытка снятие невалидной суммы: ""abc""","","Tue Jun 10 18:13:30 GMT 2025","passed","Tue Jun 10 18:13:37 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","7387","T-008 Попытка внести невалидную сумму: ""abc""","","Tue Jun 10 18:13:26 GMT 2025","passed","Tue Jun 10 18:13:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","24089","T-008 Попытка внести невалидную сумму: ""-100""","","Tue Jun 10 18:13:02 GMT 2025","passed","Tue Jun 10 18:13:26 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","7090","T-008 Попытка внести невалидную сумму: """"","","Tue Jun 10 18:13:33 GMT 2025","passed","Tue Jun 10 18:13:40 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","7876","T-009 Попытка снятие невалидной суммы: ""100,50""","","Tue Jun 10 18:13:34 GMT 2025","passed","Tue Jun 10 18:13:42 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","7239","T-009 Попытка снятие невалидной суммы: ""0""","","Tue Jun 10 18:13:31 GMT 2025","passed","Tue Jun 10 18:13:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
