"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование создания автомобиля","1104","API-T-005","","Wed Jul 30 11:44:17 GMT 2025","passed","Wed Jul 30 11:44:19 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createCarTest"
"Тестирование снятия депозита (Негативный кейс)","5265","T-009 Попытка снятие невалидной суммы: "" ""","","Wed Jul 30 11:43:46 GMT 2025","passed","Wed Jul 30 11:43:51 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5297","T-009 Попытка снятие невалидной суммы: ""100,50""","","Wed Jul 30 11:43:46 GMT 2025","passed","Wed Jul 30 11:43:52 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование создания дома с парковками","1934","API-T-004","","Wed Jul 30 11:44:17 GMT 2025","passed","Wed Jul 30 11:44:19 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createHouseTest"
"Тестирование внесения депозита (Негативный кейс)","14226","T-008 Попытка внести невалидную сумму: ""abc""","","Wed Jul 30 11:43:32 GMT 2025","passed","Wed Jul 30 11:43:46 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет менеджера","14356","T-006","","Wed Jul 30 11:43:28 GMT 2025","passed","Wed Jul 30 11:43:42 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование снятия депозита (Негативный кейс)","5343","T-009 Попытка снятие невалидной суммы: """"","","Wed Jul 30 11:43:46 GMT 2025","passed","Wed Jul 30 11:43:52 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","13052","T-009 Попытка снятие невалидной суммы: ""-100""","","Wed Jul 30 11:43:32 GMT 2025","passed","Wed Jul 30 11:43:45 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","6159","T-008 Попытка внести невалидную сумму: """"","","Wed Jul 30 11:43:45 GMT 2025","passed","Wed Jul 30 11:43:51 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование заселения пользователя в дом","9668","API-T-002","","Wed Jul 30 11:44:08 GMT 2025","passed","Wed Jul 30 11:44:17 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","settleHouse"
"Тест работоспособности перехода на страницу транзакции.","13279","T-005","","Wed Jul 30 11:43:32 GMT 2025","passed","Wed Jul 30 11:43:45 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование снятия и внесения депозита","31896","T-004","","Wed Jul 30 11:43:32 GMT 2025","broken","Wed Jul 30 11:44:04 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование выбора аккаунта(счета) клиента","14441","T-010","","Wed Jul 30 11:43:32 GMT 2025","passed","Wed Jul 30 11:43:46 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование снятия депозита (Негативный кейс)","14275","T-009 Попытка снятие невалидной суммы: ""0""","","Wed Jul 30 11:43:32 GMT 2025","passed","Wed Jul 30 11:43:46 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности открытия модального окна снятия депозита","11569","T-003","","Wed Jul 30 11:43:32 GMT 2025","passed","Wed Jul 30 11:43:44 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
