"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование внесения депозита (Негативный кейс)","8979","T-008 Попытка внести невалидную сумму: ""0""","","Thu Jul 17 09:37:36 GMT 2025","passed","Thu Jul 17 09:37:45 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","6564","T-008 Попытка внести невалидную сумму: ""#$%""","","Thu Jul 17 09:37:51 GMT 2025","passed","Thu Jul 17 09:37:58 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование покупки автомобиля","9268","API-T-001","","Thu Jul 17 09:38:13 GMT 2025","passed","Thu Jul 17 09:38:23 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","buyCarTest"
"Тестирование добавления клиента в личном кабинете менеджера","5565","T-007","","Thu Jul 17 09:37:45 GMT 2025","passed","Thu Jul 17 09:37:51 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование снятия депозита (Негативный кейс)","3278","T-009 Попытка снятие невалидной суммы: ""#$%""","","Thu Jul 17 09:38:03 GMT 2025","passed","Thu Jul 17 09:38:07 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности открытия модального окна снятия депозита","6042","T-003","","Thu Jul 17 09:37:49 GMT 2025","passed","Thu Jul 17 09:37:55 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование создания автомобиля","1564","API-T-005","","Thu Jul 17 09:38:23 GMT 2025","passed","Thu Jul 17 09:38:25 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createCarTest"
"Тест работоспособности открытия модального окна внесения депозита","11613","T-002","","Thu Jul 17 09:37:33 GMT 2025","passed","Thu Jul 17 09:37:45 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование создания дома с парковками","620","API-T-004","","Thu Jul 17 09:38:23 GMT 2025","passed","Thu Jul 17 09:38:23 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createHouseTest"
"Тестирование снятия депозита (Негативный кейс)","5131","T-009 Попытка снятие невалидной суммы: ""abc""","","Thu Jul 17 09:38:00 GMT 2025","passed","Thu Jul 17 09:38:05 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5854","T-008 Попытка внести невалидную сумму: "" ""","","Thu Jul 17 09:37:45 GMT 2025","passed","Thu Jul 17 09:37:51 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
